anuncio/propriedade,tipo,CÓDIGO,FREGUESIA,CONCELHO,DISTRITO,area(m²),valor renda(€/mes)
Apartamento T3 para arrendamento,Apartamento,110656,ARROIOS,LISBOA,LISBOA,119.0,3300
"Apartamento T1 - Centro, Coimbra",Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,40.0,750
"Apartamento T4 em Porto de 150,00 m2",Apartamento,131216,ALDOAR,PORTO,PORTO,150.0,3300
Apartamento Em Rua Senhora Do Porto,Apartamento,131211,RAMALDE,PORTO,PORTO,103.0,1250
Moradia Isolada T4 Estoril,Moradia,110508,CASCAIS,CASCAIS,LISBOA,212.0,3300
T2 - Luxo na Praia de Armação de Pêra,Apartamento,81303,ARMACAO DE PERA,SILVES,FARO,160.0,2200
"Moradia T5 em Cabanas, Quinta do Anjo",Moradia,150804,QUINTA DO ANJO,PALMELA,SETUBAL,186.0,2000
"Apartamento T2 no condomínio Vale Rio, em Lisboa",Apartamento,110633,OLIVAIS,LISBOA,LISBOA,88.0,2400
"Belém, T1 Remodelado, Mobilado, Varanda",Apartamento,110658,BELEM,LISBOA,LISBOA,50.0,1180
Furnished Apartment in Chiado,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,105.0,3290
"Moradia de Luxo - Mobilada e Equipada, Vistas de Rio e Mar",Moradia,131730,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,267.0,3250
"Moradia T4 Luxo, Condominio Fechado sob o Rio Douro, Piscina",Moradia,131730,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,267.0,3250
Andar Moradia T3 + Sótão | Garagem p/ 3 Carros | Fânzeres,Moradia,130413,FANZERES,GONDOMAR,PORTO,335.0,1500
Andar Moradia T3 com garagem em Gondomar,Moradia,130413,FANZERES,GONDOMAR,PORTO,335.0,1500
Apartamento Duplex com Terraço e Vista Rio,Apartamento,110656,ARROIOS,LISBOA,LISBOA,144.0,3250
Apartamento T4 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,188.0,3250
Alugo Moradia em Vila Fria/ oeiras  em condominio fechado,Moradia,111009,PORTO SALVO,OEIRAS,LISBOA,190.0,3250
Fantástica moradia T3 convertida em T4 em Belém - Arrendamento,Moradia,110658,BELEM,LISBOA,LISBOA,171.0,3250
Moradia T4 para arrendamento,Moradia,110909,MAFRA,MAFRA,LISBOA,192.3,3250
444385 - Apartamento T0 em Bairro histórico Lisboa,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,15.0,980
Andar independente com jardim privativo em Moradia no Estoril,Moradia,110508,CASCAIS,CASCAIS,LISBOA,100.0,3200
Moradia Lourosa 4 Frentes,Moradia,10913,LOUROSA,SANTA MARIA DA FEIRA,AVEIRO,330.0,3000
Moradia T3 para arrendamento,Moradia,150314,CHARNECA DE CAPARICA,ALMADA,SETUBAL,245.2,3200
Apartamento T3 para arrendamento,Apartamento,110654,ALVALADE,LISBOA,LISBOA,121.0,3200
Apartamento T3 para arrendamento,Apartamento,111012,ALGES,OEIRAS,LISBOA,197.0,3200
Moradia T5 para arrendamento,Moradia,111128,SINTRA,SINTRA,LISBOA,145.0,3200
T3 Renovado no Centro de Lisboa,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,130.0,3200
Encantador T2 em Oeiras,Apartamento,111014,OEIRAS,OEIRAS,LISBOA,77.0,1500
"Moradia T2 com jardim na Ribeira de Sintra, Sintra",Moradia,111128,SINTRA,SINTRA,LISBOA,90.0,2200
Arrendamento,Apartamento,142106,FATIMA,OUREM,SANTAREM,116.0,2100
Apartamento T2 na Bobadela,Apartamento,110728,SANTA IRIA DE AZOIA,LOURES,LISBOA,65.0,1100
T2 Fraião,Apartamento,30377,NOGUEIRA,BRAGA,BRAGA,108.0,680
Arrendamento T2 Remodelado no Barreiro -Alto do Seixalinho,Apartamento,150409,ALTO DO SEIXALINHO,BARREIRO,SETUBAL,77.0,950
Apartamento T2 Moderno com Vista Mar no Estoril!,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,84.0,1695
Apartamento T1 com varanda e luz natural nas Laranjeiras!,Apartamento,110639,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,80.0,1500
Aluga-se Apartamento no Bom Sucesso,Apartamento,131218,LORDELO DO OURO,PORTO,PORTO,60.0,990
Moradia com Jardim-10 minutos de Sesimbra/30 minutos Lisboa e Setúbal,Moradia,151103,QUINTA DO CONDE,SESIMBRA,SETUBAL,325.0,1250
Moradia T3 para arrendamento,Moradia,81310,ALGOZ,SILVES,FARO,184.0,3200
Apartamento T5 para arrendamento,Apartamento,111014,OEIRAS,OEIRAS,LISBOA,108.54,3200
Furnished Apartment in Lapa w/ Balcony,Apartamento,110660,ESTRELA,LISBOA,LISBOA,107.0,3190
Furnished 3BR Apartment in São Bento with views,Apartamento,110660,ESTRELA,LISBOA,LISBOA,110.0,3190
Furnished Apartment in Chiado,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,88.0,3180
New Furnished Apartment in Santo António with terrace,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,70.0,3180
T2 em Campo Ourique,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,69.0,1450
ARRENDO T2 Campo Outique,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,69.0,1450
T3 em Vialonga - Arrendamento com Garagem,Apartamento,111408,VIALONGA,VILA FRANCA DE XIRA,LISBOA,116.0,1950
Moradia T3 no Entroncamento,Moradia,141001,SAO JOAO BAPTISTA,ENTRONCAMENTO,SANTAREM,140.0,850
"Excelente moradia em Lomar, muito bem localizada",Moradia,30373,LOMAR,BRAGA,BRAGA,323.7,2250
Moradia de T3 de 3 frentes com 320 m2 e 95 m2 de jardim e terraço...,Moradia,130619,CIDADE DA MAIA,MAIA,PORTO,320.0,1800
Moradia T3 +1 condomínio fechado Linhó,Moradia,111128,SINTRA,SINTRA,LISBOA,320.0,2600
